point_index,bidirectional_dijkstra_time,nx_bidirectional_dijkstra_time,dijkstras_time,nx_dijkstra_time,A_star_time,nx_A_star_time,bidirectional_dijkstra_cost,nx_bidirectional_dijkstra_cost,dijkstras_cost,nx_dijkstra_cost,A_star_cost,nx_A_star_cost
85,0.0002825,4.59E-05,0.0017887,4.22E-05,0.0002128,0.0001118,561.905,561.905,561.905,561.905,561.905,561.905
86,0.0005643,0.0004252,0.001827,0.0004158,0.000634,0.0006191,1261.189,1259.214,1259.214,1259.214,1259.214,1259.214
87,0.0002713,2.96E-05,0.001752,0.0001504,0.0002245,0.0001276,1714.372,1714.372,1714.372,1714.372,1714.372,1714.372
88,0.0003072,7.46E-05,0.0018918,7.33E-05,0.0002536,0.0001461,364.877,386.559,386.559,386.559,386.559,386.559
89,0.0004646,0.000251,0.0017389,0.0003883,0.0004494,0.0003942,1149.311,1143.149,1143.149,1143.149,1143.149,1143.149
90,0.0003213,9.00E-05,0.00178,6.93E-05,0.0003114,0.0002094,787.165,787.165,787.165,787.165,787.165,787.165
91,0.0004119,0.0002099,0.0017746,0.000302,0.0004171,0.0003512,1567.83,1567.83,1567.83,1567.83,1567.83,1567.83
92,0.0003129,8.86E-05,0.001719,0.0001148,0.0003271,0.0002526,608.659,579.468,579.468,579.468,579.468,579.468
93,0.0003033,6.98E-05,0.0018826,7.40E-05,0.0002142,0.0001806,257.847,257.847,257.847,257.847,257.847,257.847
94,0.0004278,0.0001913,0.0017353,0.0001948,0.0003461,0.0002764,878.066,878.066,878.066,878.066,878.066,878.066
95,0.0003045,7.04E-05,0.0017745,0.000129,0.0003133,0.0002292,1024.33,1024.33,1024.33,1024.33,1024.33,1024.33
96,0.0002885,3.42E-05,0.0017374,1.67E-05,0.0001517,3.17E-05,438.711,438.711,438.711,438.711,438.711,438.711
97,0.0004929,0.0002997,0.0017478,0.0003593,0.0004322,0.0003208,1054.363,1054.363,1054.363,1054.363,1054.363,1054.363
98,0.000301,7.41E-05,0.0017185,0.0002572,0.0002765,0.0001654,388.408,388.408,388.408,388.408,388.408,388.408
99,0.0003513,0.0001143,0.0017382,0.0001048,0.0002821,0.0001885,446.215,431.669,431.669,431.669,431.669,431.669
,0.000369969,0.000140906,0.001799098,0.000173452,0.000351251,0.00026558,,,,,,
