point_index,bidirectional_dijkstra_time,nx_bidirectional_dijkstra_time,dijkstras_time,nx_dijkstra_time,A_star_time,nx_A_star_time,bidirectional_dijkstra_cost,nx_bidirectional_dijkstra_cost,dijkstras_cost,nx_dijkstra_cost,A_star_cost,nx_A_star_cost
23,0.0012529,0.000926,0.0017885,0.0018399,0.0030357,0.0034887,11854.435,11854.435,11854.435,11854.435,11854.435,11854.435
24,0.0015654,0.0010747,0.0013535,0.001385,0.0069483,0.0052581,10063.227,10035.204,10035.204,10035.204,10035.204,10035.204
25,0.0008608,0.0012416,0.0011903,0.0007968,0.00157,0.001675,7994.082,7994.082,7994.082,7994.082,7994.082,7994.082
26,0.0011722,0.0011331,0.0014169,0.0009865,0.0018509,0.0021757,10153.814,10117.865,10117.865,10117.865,10117.865,10117.865
27,0.0009017,0.0017285,0.0015438,0.0008348,0.0009272,0.0009479,10127.542,9729.239,9874.302,9729.239,9874.302,9874.302
28,0.0008001,0.0006521,0.0014322,0.0011671,0.0024619,0.0026032,6631.923,6631.923,6631.923,6631.923,6631.923,6631.923
29,0.0009559,0.0005274,0.0017595,0.0031071,0.0120399,0.0073883,19733.432,19730.718,19730.718,19730.718,19730.718,19730.718
30,0.0009764,0.000885,0.001414,0.0008524,0.0012053,0.0014401,8732.678,8732.678,8732.678,8732.678,8732.678,8732.678
31,0.0009807,0.0008558,0.0014047,0.0008466,0.001243,0.0013839,9132.01,9138.747,9138.747,9138.747,9138.747,9138.747
32,0.0009913,0.000872,0.0014348,0.0016904,0.0032614,0.0098744,8296.796,8296.796,8296.796,8296.796,8296.796,8296.796
33,0.001515,0.0013016,0.0020623,0.0010193,0.0007905,0.000608,6002.465,5736.087,5736.087,5736.087,5736.087,5736.087
34,0.0007254,0.0004895,0.0021001,0.000528,0.000868,0.0008565,6052.135,6052.135,6052.135,6052.135,6052.135,6052.135
35,0.0010558,0.0008174,0.0021432,0.001887,0.0051862,0.0090247,8067.007,8060.021,8060.021,8060.021,8060.021,8060.021
36,0.0013927,0.0009652,0.0026429,0.0020606,0.0059731,0.0065856,11625.004,11625.004,11625.004,11625.004,11625.004,11625.004
37,0.0016577,0.0010808,0.0014864,0.0013292,0.0039738,0.0045817,9980.116,9636.55,9781.613,9636.55,9781.613,9781.613
38,0.0008763,0.0007607,0.0014228,0.0005605,0.0007996,0.0008605,9469.454,9469.454,9469.454,9469.454,9469.454,9469.454
39,0.0005136,0.0003911,0.0013938,0.0002282,0.0006556,0.0006814,6797.708,6797.708,6797.708,6797.708,6797.708,6797.708
40,0.0006339,0.0005043,0.0014113,0.0023593,0.00424,0.0044002,8872.484,8786.582,8931.645,8786.582,8931.645,8931.645
41,0.0011393,0.0011423,0.0014312,0.0011126,0.0019287,0.0023698,9771.636,9771.636,9771.636,9771.636,9771.636,9771.636
42,0.0007112,0.0005344,0.001336,0.0005488,0.000681,0.0006525,8237.629,8237.629,8237.629,8237.629,8237.629,8237.629
43,0.0006309,0.0005845,0.0014257,0.0004288,0.000841,0.0008956,9555.017,9555.017,9555.017,9555.017,9555.017,9555.017
44,0.0005724,0.0003622,0.0014146,0.0001902,0.0004908,0.0004925,8035.085,8035.085,8035.085,8035.085,8035.085,8035.085
45,0.0006125,0.0004832,0.0014188,0.0012502,0.0023587,0.0030294,7285.947,7285.947,7285.947,7285.947,7285.947,7285.947
46,0.0017734,0.0013687,0.0017737,0.0008455,0.0004512,0.00042,9271.894,8791.635,8791.635,8791.635,8791.635,8791.635
47,0.0007566,0.0006176,0.0013997,0.0012731,0.0033365,0.0037202,10011.098,10011.098,10011.098,10011.098,10011.098,10011.098
48,0.0012069,0.001082,0.0014685,0.0011832,0.0011266,0.0012399,10503.711,10275.605,10275.605,10275.605,10275.605,10275.605
